d,sales,day,date,weekday,wday,month,year,event_label,event_type_1,snap_total,roll_7,roll_28
d_583,42819,583,2012-09-02,Sunday,2,9,2012,,,2,34203.857142857145,35614.392857142855
d_584,44525,584,2012-09-03,Monday,3,9,2012,LaborDay,National,3,36134.57142857143,35882.28571428572
d_585,31879,585,2012-09-04,Tuesday,4,9,2012,,,1,36621.28571428572,35863.892857142855
d_586,31854,586,2012-09-05,Wednesday,5,9,2012,,,3,37300.28571428572,35847.92857142857
d_587,32575,587,2012-09-06,Thursday,6,9,2012,,,3,37910.57142857143,35761.03571428572
d_588,34775,588,2012-09-07,Friday,7,9,2012,,,2,37579.57142857143,35700.67857142857
d_589,43218,589,2012-09-08,Saturday,1,9,2012,,,2,37377.857142857145,35669.857142857145
d_590,46649,590,2012-09-09,Sunday,2,9,2012,,,3,37925.0,35700.25
d_591,32972,591,2012-09-10,Monday,3,9,2012,,,1,36274.57142857143,35591.03571428572
d_592,32370,592,2012-09-11,Tuesday,4,9,2012,,,2,36344.71428571428,35521.67857142857
d_593,31018,593,2012-09-12,Wednesday,5,9,2012,,,2,36225.28571428572,35361.71428571428
d_594,30142,594,2012-09-13,Thursday,6,9,2012,,,1,35877.71428571428,35209.46428571428
d_595,36359,595,2012-09-14,Friday,7,9,2012,,,1,36104.0,35241.67857142857
d_596,45959,596,2012-09-15,Saturday,1,9,2012,,,2,36495.57142857143,35400.17857142857
d_597,44286,597,2012-09-16,Sunday,2,9,2012,,,0,36158.0,35433.107142857145
d_598,31860,598,2012-09-17,Monday,3,9,2012,,,0,35999.142857142855,35413.46428571428
d_599,29276,599,2012-09-18,Tuesday,4,9,2012,,,0,35557.142857142855,35380.25
d_600,27065,600,2012-09-19,Wednesday,5,9,2012,,,0,34992.42857142857,35313.92857142857
d_601,28557,601,2012-09-20,Thursday,6,9,2012,,,0,34766.0,35314.107142857145
d_602,33634,602,2012-09-21,Friday,7,9,2012,,,0,34376.71428571428,35335.17857142857
d_603,41889,603,2012-09-22,Saturday,1,9,2012,,,0,33795.28571428572,35403.92857142857
d_604,41362,604,2012-09-23,Sunday,2,9,2012,,,0,33377.57142857143,35416.107142857145
d_605,29176,605,2012-09-24,Monday,3,9,2012,,,0,32994.142857142855,35350.607142857145
d_606,27979,606,2012-09-25,Tuesday,4,9,2012,,,0,32808.857142857145,35333.0
d_607,26932,607,2012-09-26,Wednesday,5,9,2012,,,0,32789.857142857145,35326.96428571428
d_608,27231,608,2012-09-27,Thursday,6,9,2012,,,0,32600.428571428572,35288.67857142857
d_609,32656,609,2012-09-28,Friday,7,9,2012,,,0,32460.714285714286,35130.25
d_610,40981,610,2012-09-29,Saturday,1,9,2012,,,0,32331.0,34999.92857142857
d_611,39736,611,2012-09-30,Sunday,2,9,2012,,,0,32098.714285714286,34889.82142857143
d_612,34841,612,2012-10-01,Monday,3,10,2012,,,2,32908.0,34543.96428571428
d_613,33830,613,2012-10-02,Tuesday,4,10,2012,,,2,33743.857142857145,34613.642857142855
d_614,34220,614,2012-10-03,Wednesday,5,10,2012,,,3,34785.0,34698.142857142855
d_615,30075,615,2012-10-04,Thursday,6,10,2012,,,1,35191.28571428572,34608.857142857145
d_616,34588,616,2012-10-05,Friday,7,10,2012,,,3,35467.28571428572,34602.17857142857
d_617,44040,617,2012-10-06,Saturday,1,10,2012,,,3,35904.28571428572,34631.53571428572
d_618,41872,618,2012-10-07,Sunday,2,10,2012,,,2,36209.42857142857,34460.92857142857
d_619,33790,619,2012-10-08,Monday,3,10,2012,ColumbusDay,National,2,36059.28571428572,34490.142857142855
d_620,32295,620,2012-10-09,Tuesday,4,10,2012,,,3,35840.0,34487.46428571428
d_621,29969,621,2012-10-10,Wednesday,5,10,2012,,,1,35232.71428571428,34450.0
d_622,29998,622,2012-10-11,Thursday,6,10,2012,,,2,35221.71428571428,34444.857142857145
d_623,35052,623,2012-10-12,Friday,7,10,2012,,,2,35288.0,34398.17857142857
d_624,42226,624,2012-10-13,Saturday,1,10,2012,,,1,35028.857142857145,34264.857142857145
d_625,42237,625,2012-10-14,Sunday,2,10,2012,,,1,35081.0,34191.67857142857
d_626,33684,626,2012-10-15,Monday,3,10,2012,,,2,35065.857142857145,34256.82142857143
d_627,27869,627,2012-10-16,Tuesday,4,10,2012,,,0,34433.57142857143,34206.57142857143
d_628,27103,628,2012-10-17,Wednesday,5,10,2012,,,0,34024.142857142855,34207.92857142857
d_629,26169,629,2012-10-18,Thursday,6,10,2012,,,0,33477.142857142855,34122.642857142855
d_630,29711,630,2012-10-19,Friday,7,10,2012,,,0,32714.14285714286,33982.53571428572
d_631,36689,631,2012-10-20,Saturday,1,10,2012,,,0,31923.14285714286,33796.82142857143
d_632,36987,632,2012-10-21,Sunday,2,10,2012,,,0,31173.14285714286,33640.57142857143
d_633,26712,633,2012-10-22,Monday,3,10,2012,,,0,30177.14285714286,33552.57142857143
d_634,25419,634,2012-10-23,Tuesday,4,10,2012,,,0,29827.14285714286,33461.142857142855
d_635,24390,635,2012-10-24,Wednesday,5,10,2012,,,0,29439.571428571428,33370.357142857145
d_636,24312,636,2012-10-25,Thursday,6,10,2012,,,0,29174.285714285714,33266.107142857145
d_637,31863,637,2012-10-26,Friday,7,10,2012,EidAlAdha,Religious,0,29481.714285714286,33237.78571428572
d_638,38547,638,2012-10-27,Saturday,1,10,2012,,,0,29747.14285714286,33150.857142857145
d_639,37184,639,2012-10-28,Sunday,2,10,2012,,,0,29775.285714285714,33059.71428571428
d_640,27581,640,2012-10-29,Monday,3,10,2012,,,0,29899.428571428572,32800.42857142857
d_641,28080,641,2012-10-30,Tuesday,4,10,2012,,,0,30279.571428571428,32595.071428571428
d_642,24975,642,2012-10-31,Wednesday,5,10,2012,Halloween,Cultural,0,30363.14285714286,32264.89285714286
d_643,31051,643,2012-11-01,Thursday,6,11,2012,,,2,31325.85714285714,32299.75
d_644,35514,644,2012-11-02,Friday,7,11,2012,,,2,31847.428571428572,32332.821428571428
d_645,45079,645,2012-11-03,Saturday,1,11,2012,,,3,32780.57142857143,32369.928571428572
d_646,42545,646,2012-11-04,Sunday,2,11,2012,,,1,33546.42857142857,32393.964285714286
d_647,33057,647,2012-11-05,Monday,3,11,2012,,,3,34328.71428571428,32367.785714285714
d_648,30514,648,2012-11-06,Tuesday,4,11,2012,,,3,34676.42857142857,32304.178571428572
d_649,29683,649,2012-11-07,Wednesday,5,11,2012,,,2,35349.0,32293.964285714286
d_650,30757,650,2012-11-08,Thursday,6,11,2012,,,2,35307.0,32321.071428571428
d_651,35722,651,2012-11-09,Friday,7,11,2012,,,3,35336.71428571428,32345.0
d_652,42884,652,2012-11-10,Saturday,1,11,2012,,,1,35023.142857142855,32368.5
d_653,43517,653,2012-11-11,Sunday,2,11,2012,VeteransDay,National,2,35162.0,32414.214285714286
d_654,33213,654,2012-11-12,Monday,3,11,2012,,,2,35184.28571428572,32397.39285714286
d_655,28308,655,2012-11-13,Tuesday,4,11,2012,,,1,34869.142857142855,32413.071428571428
d_656,27835,656,2012-11-14,Wednesday,5,11,2012,,,1,34605.142857142855,32439.214285714286
d_657,29713,657,2012-11-15,Thursday,6,11,2012,,,2,34456.0,32565.785714285714
d_658,31616,658,2012-11-16,Friday,7,11,2012,,,0,33869.42857142857,32633.821428571428
d_659,40441,659,2012-11-17,Saturday,1,11,2012,,,0,33520.42857142857,32767.821428571428
d_660,37576,660,2012-11-18,Sunday,2,11,2012,,,0,32671.714285714286,32788.857142857145
d_661,29330,661,2012-11-19,Monday,3,11,2012,,,0,32117.0,32882.357142857145
d_662,30274,662,2012-11-20,Tuesday,4,11,2012,,,0,32397.85714285714,33055.75
d_663,35208,663,2012-11-21,Wednesday,5,11,2012,,,0,33451.142857142855,33442.107142857145
d_664,21909,664,2012-11-22,Thursday,6,11,2012,Thanksgiving,National,0,32336.285714285714,33356.28571428572
d_665,23423,665,2012-11-23,Friday,7,11,2012,,,0,31165.85714285714,33054.857142857145
d_666,30016,666,2012-11-24,Saturday,1,11,2012,,,0,29676.571428571428,32750.178571428572
d_667,32732,667,2012-11-25,Sunday,2,11,2012,,,0,28984.571428571428,32591.178571428572
d_668,26476,668,2012-11-26,Monday,3,11,2012,,,0,28576.85714285714,32551.714285714286
d_669,24489,669,2012-11-27,Tuesday,4,11,2012,,,0,27750.428571428572,32423.464285714286
d_670,23545,670,2012-11-28,Wednesday,5,11,2012,,,0,26084.285714285714,32372.39285714286
d_671,23868,671,2012-11-29,Thursday,6,11,2012,,,0,26364.14285714286,32115.85714285714
d_672,30389,672,2012-11-30,Friday,7,11,2012,,,0,27359.285714285714,31932.821428571428
d_673,42496,673,2012-12-01,Saturday,1,12,2012,,,2,29142.14285714286,31840.571428571428
d_674,40940,674,2012-12-02,Sunday,2,12,2012,,,2,30314.714285714286,31783.25
d_675,35337,675,2012-12-03,Monday,3,12,2012,,,3,31580.571428571428,31864.678571428572
d_676,28819,676,2012-12-04,Tuesday,4,12,2012,,,1,32199.14285714286,31804.14285714286
d_677,31184,677,2012-12-05,Wednesday,5,12,2012,,,3,33290.42857142857,31857.75
d_678,31124,678,2012-12-06,Thursday,6,12,2012,,,3,34327.0,31870.85714285714
d_679,33594,679,2012-12-07,Friday,7,12,2012,,,2,34784.857142857145,31794.85714285714
d_680,41573,680,2012-12-08,Saturday,1,12,2012,,,2,34653.0,31748.035714285714
d_681,42526,681,2012-12-09,Sunday,2,12,2012,,,3,34879.57142857143,31712.64285714286
d_682,31089,682,2012-12-10,Monday,3,12,2012,,,1,34272.71428571428,31636.785714285714
d_683,30298,683,2012-12-11,Tuesday,4,12,2012,,,2,34484.0,31707.85714285714
d_684,30016,684,2012-12-12,Wednesday,5,12,2012,,,2,34317.142857142855,31785.75
d_685,28671,685,2012-12-13,Thursday,6,12,2012,,,1,33966.71428571428,31748.535714285714
d_686,32902,686,2012-12-14,Friday,7,12,2012,,,1,33867.857142857145,31794.464285714286
d_687,42390,687,2012-12-15,Saturday,1,12,2012,,,2,33984.57142857143,31864.071428571428
d_688,40053,688,2012-12-16,Sunday,2,12,2012,Chanukah End,Religious,0,33631.28571428572,31952.535714285714
d_689,31025,689,2012-12-17,Monday,3,12,2012,,,0,33622.142857142855,32013.071428571428
d_690,30254,690,2012-12-18,Tuesday,4,12,2012,,,0,33615.857142857145,32012.35714285714
d_691,31782,691,2012-12-19,Wednesday,5,12,2012,,,0,33868.142857142855,31890.0
d_692,30872,692,2012-12-20,Thursday,6,12,2012,,,0,34182.57142857143,32210.10714285714
d_693,32848,693,2012-12-21,Friday,7,12,2012,,,0,34174.857142857145,32546.714285714286
d_694,40015,694,2012-12-22,Saturday,1,12,2012,,,0,33835.57142857143,32903.82142857143
d_695,38987,695,2012-12-23,Sunday,2,12,2012,,,0,33683.28571428572,33127.21428571428
d_696,32623,696,2012-12-24,Monday,3,12,2012,,,0,33911.57142857143,33346.75
d_697,11,697,2012-12-25,Tuesday,4,12,2012,Christmas,National,0,29591.14285714286,32472.535714285714
d_698,29701,698,2012-12-26,Wednesday,5,12,2012,,,0,29293.85714285714,32692.39285714286
d_699,29086,699,2012-12-27,Thursday,6,12,2012,,,0,29038.714285714286,32878.75
d_700,32347,700,2012-12-28,Friday,7,12,2012,,,0,28967.14285714286,32948.67857142857
d_701,37154,701,2012-12-29,Saturday,1,12,2012,,,0,28558.428571428572,32757.89285714286
d_702,35699,702,2012-12-30,Sunday,2,12,2012,,,0,28088.714285714286,32570.714285714286
d_703,35036,703,2012-12-31,Monday,3,12,2012,,,0,28433.428571428572,32559.964285714286
d_704,24087,704,2013-01-01,Tuesday,4,1,2013,NewYear,National,2,31872.85714285714,32390.964285714286
d_705,32184,705,2013-01-02,Wednesday,5,1,2013,,,2,32227.571428571428,32426.678571428572
d_706,36241,706,2013-01-03,Thursday,6,1,2013,,,3,33249.71428571428,32609.428571428572
d_707,33742,707,2013-01-04,Friday,7,1,2013,,,1,33449.0,32614.714285714286
d_708,43287,708,2013-01-05,Saturday,1,1,2013,,,3,34325.142857142855,32675.928571428572
d_709,43994,709,2013-01-06,Sunday,2,1,2013,,,3,35510.142857142855,32728.35714285714
d_710,33517,710,2013-01-07,Monday,3,1,2013,OrthodoxChristmas,Religious,2,35293.142857142855,32815.07142857143
d_711,31220,711,2013-01-08,Tuesday,4,1,2013,,,2,36312.142857142855,32848.0
d_712,29532,712,2013-01-09,Wednesday,5,1,2013,,,3,35933.28571428572,32830.71428571428
d_713,29793,713,2013-01-10,Thursday,6,1,2013,,,1,35012.142857142855,32870.78571428572
d_714,34476,714,2013-01-11,Friday,7,1,2013,,,2,35117.0,32927.0
d_715,45878,715,2013-01-12,Saturday,1,1,2013,,,2,35487.142857142855,33051.57142857143
d_716,40207,716,2013-01-13,Sunday,2,1,2013,,,1,34946.142857142855,33057.07142857143
d_717,30614,717,2013-01-14,Monday,3,1,2013,,,1,34531.42857142857,33042.392857142855
d_718,30901,718,2013-01-15,Tuesday,4,1,2013,,,2,34485.857142857145,33065.5
d_719,28802,719,2013-01-16,Wednesday,5,1,2013,,,0,34381.57142857143,32959.07142857143
d_720,28370,720,2013-01-17,Thursday,6,1,2013,,,0,34178.28571428572,32869.71428571428
d_721,32812,721,2013-01-18,Friday,7,1,2013,,,0,33940.57142857143,32868.42857142857
d_722,42267,722,2013-01-19,Saturday,1,1,2013,,,0,33424.71428571428,32948.857142857145
d_723,37041,723,2013-01-20,Sunday,2,1,2013,,,0,32972.42857142857,32879.357142857145
d_724,30887,724,2013-01-21,Monday,3,1,2013,MartinLutherKingDay,National,0,33011.42857142857,32817.357142857145
d_725,25556,725,2013-01-22,Tuesday,4,1,2013,,,0,32247.85714285714,33729.67857142857
d_726,25594,726,2013-01-23,Wednesday,5,1,2013,,,0,31789.571428571428,33583.0
d_727,24967,727,2013-01-24,Thursday,6,1,2013,,,0,31303.428571428572,33435.892857142855
d_728,29852,728,2013-01-25,Friday,7,1,2013,,,0,30880.571428571428,33346.78571428572
d_729,40693,729,2013-01-26,Saturday,1,1,2013,,,0,30655.714285714286,33473.17857142857
d_730,38427,730,2013-01-27,Sunday,2,1,2013,,,0,30853.714285714286,33570.607142857145
d_731,27796,731,2013-01-28,Monday,3,1,2013,,,0,30412.14285714286,33312.03571428572
d_732,25549,732,2013-01-29,Tuesday,4,1,2013,,,0,30411.14285714286,33364.25
d_733,23523,733,2013-01-30,Wednesday,5,1,2013,,,0,30115.285714285714,33054.92857142857
d_734,26751,734,2013-01-31,Thursday,6,1,2013,,,0,30370.14285714286,32716.0
d_735,39076,735,2013-02-01,Friday,7,2,2013,,,2,31687.85714285714,32906.5
d_736,51032,736,2013-02-02,Saturday,1,2,2013,,,2,33164.857142857145,33183.107142857145
d_737,41558,737,2013-02-03,Sunday,2,2,2013,SuperBowl,Sporting,3,33612.142857142855,33096.107142857145
d_738,28992,738,2013-02-04,Monday,3,2,2013,,,1,33783.0,32934.5
d_739,31633,739,2013-02-05,Tuesday,4,2,2013,,,3,34652.142857142855,32949.25
d_740,31937,740,2013-02-06,Wednesday,5,2,2013,,,3,35854.142857142855,33035.142857142855
d_741,29699,741,2013-02-07,Thursday,6,2,2013,,,2,36275.28571428572,33031.78571428572
d_742,35546,742,2013-02-08,Friday,7,2,2013,,,2,35771.0,33070.0
d_743,45852,743,2013-02-09,Saturday,1,2,2013,,,3,35031.0,33069.07142857143
d_744,43910,744,2013-02-10,Sunday,2,2,2013,,,1,35367.0,33201.32142857143
d_745,36617,745,2013-02-11,Monday,3,2,2013,,,2,36456.28571428572,33415.71428571428
d_746,36141,746,2013-02-12,Tuesday,4,2,2013,,,2,37100.28571428572,33602.857142857145
d_747,38551,747,2013-02-13,Wednesday,5,2,2013,LentStart,Religious,1,38045.142857142855,33951.03571428572
d_748,30209,748,2013-02-14,Thursday,6,2,2013,ValentinesDay,Cultural,1,38118.0,34016.71428571428
d_749,38260,749,2013-02-15,Friday,7,2,2013,,,2,38505.71428571428,34211.28571428572
d_750,45157,750,2013-02-16,Saturday,1,2,2013,,,0,38406.42857142857,34314.5
d_751,44653,751,2013-02-17,Sunday,2,2,2013,,,0,38512.57142857143,34586.357142857145
d_752,34638,752,2013-02-18,Monday,3,2,2013,PresidentsDay,National,0,38229.857142857145,34720.32142857143
d_753,28248,753,2013-02-19,Tuesday,4,2,2013,,,0,37102.28571428572,34816.46428571428
d_754,30201,754,2013-02-20,Wednesday,5,2,2013,LentWeek2,Religious,0,35909.42857142857,34981.0
d_755,31408,755,2013-02-21,Thursday,6,2,2013,,,0,36080.71428571428,35211.03571428572
d_756,32563,756,2013-02-22,Friday,7,2,2013,,,0,35266.857142857145,35307.857142857145
d_757,43031,757,2013-02-23,Saturday,1,2,2013,,,0,34963.142857142855,35391.357142857145
d_758,44142,758,2013-02-24,Sunday,2,2,2013,Purim End,Religious,0,34890.142857142855,35595.46428571428
d_759,32020,759,2013-02-25,Monday,3,2,2013,,,0,34516.142857142855,35746.32142857143
d_760,27328,760,2013-02-26,Tuesday,4,2,2013,,,0,34384.71428571428,35809.857142857145
d_761,27884,761,2013-02-27,Wednesday,5,2,2013,,,0,34053.71428571428,35965.607142857145
d_762,30374,762,2013-02-28,Thursday,6,2,2013,,,0,33906.0,36095.0
d_763,39451,763,2013-03-01,Friday,7,3,2013,,,2,34890.0,36108.392857142855
d_764,49772,764,2013-03-02,Saturday,1,3,2013,,,2,35853.0,36063.392857142855
d_765,48247,765,2013-03-03,Sunday,2,3,2013,,,3,36439.42857142857,36302.28571428572
d_766,35817,766,2013-03-04,Monday,3,3,2013,,,1,36981.857142857145,36546.03571428572
d_767,31236,767,2013-03-05,Tuesday,4,3,2013,,,3,37540.142857142855,36531.857142857145
d_768,32028,768,2013-03-06,Wednesday,5,3,2013,,,3,38132.142857142855,36535.107142857145
d_769,29770,769,2013-03-07,Thursday,6,3,2013,,,2,38045.857142857145,36537.642857142855
d_770,34292,770,2013-03-08,Friday,7,3,2013,,,2,37308.857142857145,36492.857142857145
d_771,44889,771,2013-03-09,Saturday,1,3,2013,,,3,36611.28571428572,36458.46428571428
d_772,44108,772,2013-03-10,Sunday,2,3,2013,,,1,36020.0,36465.53571428572
d_773,36438,773,2013-03-11,Monday,3,3,2013,,,2,36108.71428571428,36459.142857142855
d_774,33792,774,2013-03-12,Tuesday,4,3,2013,,,2,36473.857142857145,36375.25
d_775,31808,775,2013-03-13,Wednesday,5,3,2013,,,1,36442.42857142857,36134.42857142857
d_776,33167,776,2013-03-14,Thursday,6,3,2013,,,1,36927.71428571428,36240.07142857143
d_777,37501,777,2013-03-15,Friday,7,3,2013,,,2,37386.142857142855,36212.96428571428
d_778,43652,778,2013-03-16,Saturday,1,3,2013,,,0,37209.42857142857,36159.21428571428
d_779,42570,779,2013-03-17,Sunday,2,3,2013,StPatricksDay,Cultural,0,36989.71428571428,36084.82142857143
d_780,31365,780,2013-03-18,Monday,3,3,2013,,,0,36265.0,35967.92857142857
d_781,29012,781,2013-03-19,Tuesday,4,3,2013,,,0,35582.142857142855,35995.21428571428
d_782,29456,782,2013-03-20,Wednesday,5,3,2013,,,0,35246.142857142855,35968.607142857145
d_783,29642,783,2013-03-21,Thursday,6,3,2013,,,0,34742.57142857143,35905.53571428572
d_784,33168,784,2013-03-22,Friday,7,3,2013,,,0,34123.57142857143,35927.142857142855
d_785,40620,785,2013-03-23,Saturday,1,3,2013,,,0,33690.42857142857,35841.03571428572
d_786,40633,786,2013-03-24,Sunday,2,3,2013,,,0,33413.71428571428,35715.71428571428
d_787,29667,787,2013-03-25,Monday,3,3,2013,,,0,33171.142857142855,35631.67857142857
d_788,28632,788,2013-03-26,Tuesday,4,3,2013,,,0,33116.857142857145,35678.25
d_789,28258,789,2013-03-27,Wednesday,5,3,2013,,,0,32945.71428571428,35691.607142857145
d_790,29654,790,2013-03-28,Thursday,6,3,2013,,,0,32947.42857142857,35665.892857142855
d_791,38067,791,2013-03-29,Friday,7,3,2013,,,0,33647.28571428572,35616.46428571428
d_792,46410,792,2013-03-30,Saturday,1,3,2013,,,0,34474.42857142857,35496.392857142855
d_793,34448,793,2013-03-31,Sunday,2,3,2013,Easter,Cultural,0,33590.857142857145,35003.57142857143
d_794,34522,794,2013-04-01,Monday,3,4,2013,,,2,34284.42857142857,34957.32142857143
d_795,34642,795,2013-04-02,Tuesday,4,4,2013,Pesach End,Religious,2,35143.0,35078.96428571428
d_796,35594,796,2013-04-03,Wednesday,5,4,2013,,,3,36191.0,35206.32142857143
d_797,32174,797,2013-04-04,Thursday,6,4,2013,,,1,36551.0,35292.17857142857
d_798,38056,798,2013-04-05,Friday,7,4,2013,,,3,36549.42857142857,35426.607142857145
d_799,46821,799,2013-04-06,Saturday,1,4,2013,,,3,36608.142857142855,35495.607142857145
d_800,46444,800,2013-04-07,Sunday,2,4,2013,,,2,38321.857142857145,35579.03571428572
d_801,35017,801,2013-04-08,Monday,3,4,2013,,,2,38392.57142857143,35528.28571428572
d_802,33750,802,2013-04-09,Tuesday,4,4,2013,,,3,38265.142857142855,35526.78571428572
d_803,31441,803,2013-04-10,Wednesday,5,4,2013,,,1,37671.857142857145,35513.67857142857
d_804,32692,804,2013-04-11,Thursday,6,4,2013,,,2,37745.857142857145,35496.71428571428
d_805,36082,805,2013-04-12,Friday,7,4,2013,,,2,37463.857142857145,35446.03571428572
d_806,43645,806,2013-04-13,Saturday,1,4,2013,,,1,37010.142857142855,35445.78571428572
d_807,43990,807,2013-04-14,Sunday,2,4,2013,,,1,36659.57142857143,35496.5
d_808,34102,808,2013-04-15,Monday,3,4,2013,,,2,36528.857142857145,35594.25
d_809,31039,809,2013-04-16,Tuesday,4,4,2013,,,0,36141.57142857143,35666.642857142855
d_810,28815,810,2013-04-17,Wednesday,5,4,2013,,,0,35766.42857142857,35643.75
d_811,28474,811,2013-04-18,Thursday,6,4,2013,,,0,35163.857142857145,35602.03571428572
d_812,32829,812,2013-04-19,Friday,7,4,2013,,,0,34699.142857142855,35589.92857142857
d_813,40857,813,2013-04-20,Saturday,1,4,2013,,,0,34300.857142857145,35598.392857142855
d_814,39931,814,2013-04-21,Sunday,2,4,2013,,,0,33721.0,35573.32142857143
d_815,29951,815,2013-04-22,Monday,3,4,2013,,,0,33128.0,35583.46428571428
d_816,27059,816,2013-04-23,Tuesday,4,4,2013,,,0,32559.428571428572,35527.28571428572
d_817,27607,817,2013-04-24,Wednesday,5,4,2013,,,0,32386.85714285714,35504.03571428572
d_818,27476,818,2013-04-25,Thursday,6,4,2013,,,0,32244.285714285714,35426.25
d_819,31206,819,2013-04-26,Friday,7,4,2013,,,0,32012.428571428572,35181.21428571428
d_820,35329,820,2013-04-27,Saturday,1,4,2013,,,0,31222.714285714286,34785.46428571428
d_821,38902,821,2013-04-28,Sunday,2,4,2013,,,0,31075.714285714286,34944.53571428572
d_822,27445,822,2013-04-29,Monday,3,4,2013,,,0,30717.714285714286,34691.78571428572
d_823,28144,823,2013-04-30,Tuesday,4,4,2013,,,0,30872.714285714286,34459.71428571428
d_824,31358,824,2013-05-01,Wednesday,5,5,2013,,,2,31408.571428571428,34308.42857142857
d_825,31741,825,2013-05-02,Thursday,6,5,2013,,,2,32017.85714285714,34292.96428571428
d_826,36950,826,2013-05-03,Friday,7,5,2013,,,3,32838.42857142857,34253.46428571428
d_827,40812,827,2013-05-04,Saturday,1,5,2013,,,1,33621.71428571428,34038.857142857145
d_828,43203,828,2013-05-05,Sunday,2,5,2013,OrthodoxEaster / Cinco De Mayo,Religious,3,34236.142857142855,33923.107142857145
d_829,35368,829,2013-05-06,Monday,3,5,2013,,,3,35368.0,33935.642857142855
d_830,31673,830,2013-05-07,Tuesday,4,5,2013,,,2,35872.142857142855,33861.46428571428
d_831,31346,831,2013-05-08,Wednesday,5,5,2013,,,2,35870.42857142857,33858.07142857143
d_832,32938,832,2013-05-09,Thursday,6,5,2013,,,3,36041.42857142857,33866.857142857145
d_833,33497,833,2013-05-10,Friday,7,5,2013,,,1,35548.142857142855,33774.53571428572
d_834,45385,834,2013-05-11,Saturday,1,5,2013,,,2,36201.42857142857,33836.67857142857
d_835,37390,835,2013-05-12,Sunday,2,5,2013,Mother's day,Cultural,2,35371.0,33600.96428571428
d_836,34609,836,2013-05-13,Monday,3,5,2013,,,1,35262.57142857143,33619.07142857143
d_837,32885,837,2013-05-14,Tuesday,4,5,2013,,,1,35435.71428571428,33685.0
d_838,34611,838,2013-05-15,Wednesday,5,5,2013,,,2,35902.142857142855,33892.0
d_839,31937,839,2013-05-16,Thursday,6,5,2013,,,0,35759.142857142855,34015.67857142857
d_840,34682,840,2013-05-17,Friday,7,5,2013,,,0,35928.42857142857,34081.857142857145
d_841,40830,841,2013-05-18,Saturday,1,5,2013,,,0,35277.71428571428,34080.892857142855
d_842,42673,842,2013-05-19,Sunday,2,5,2013,,,0,36032.42857142857,34178.82142857143
d_843,33646,843,2013-05-20,Monday,3,5,2013,,,0,35894.857142857145,34310.78571428572
d_844,30286,844,2013-05-21,Tuesday,4,5,2013,,,0,35523.57142857143,34426.03571428572
d_845,28935,845,2013-05-22,Wednesday,5,5,2013,,,0,34712.71428571428,34473.46428571428
d_846,30902,846,2013-05-23,Thursday,6,5,2013,,,0,34564.857142857145,34595.82142857143
d_847,35081,847,2013-05-24,Friday,7,5,2013,,,0,34621.857142857145,34734.21428571428
d_848,39143,848,2013-05-25,Saturday,1,5,2013,,,0,34380.857142857145,34870.42857142857
d_849,36049,849,2013-05-26,Sunday,2,5,2013,,,0,33434.57142857143,34768.53571428572
d_850,36277,850,2013-05-27,Monday,3,5,2013,MemorialDay,National,0,33810.42857142857,35083.96428571428
d_851,29298,851,2013-05-28,Tuesday,4,5,2013,,,0,33669.28571428572,35125.17857142857
d_852,26967,852,2013-05-29,Wednesday,5,5,2013,,,0,33388.142857142855,34968.357142857145
d_853,28125,853,2013-05-30,Thursday,6,5,2013,,,0,32991.42857142857,34839.21428571428
d_854,36086,854,2013-05-31,Friday,7,5,2013,,,0,33135.0,34808.357142857145
d_855,44808,855,2013-06-01,Saturday,1,6,2013,,,2,33944.28571428572,34951.07142857143
d_856,47502,856,2013-06-02,Sunday,2,6,2013,,,2,35580.42857142857,35104.607142857145
d_857,39245,857,2013-06-03,Monday,3,6,2013,,,3,36004.42857142857,35243.07142857143
d_858,33809,858,2013-06-04,Tuesday,4,6,2013,,,1,36648.857142857145,35319.357142857145
d_859,35911,859,2013-06-05,Wednesday,5,6,2013,,,3,37926.57142857143,35482.392857142855
d_860,34166,860,2013-06-06,Thursday,6,6,2013,NBAFinalsStart,Sporting,3,38789.57142857143,35526.25
d_861,37602,861,2013-06-07,Friday,7,6,2013,,,2,39006.142857142855,35672.857142857145
d_862,44647,862,2013-06-08,Saturday,1,6,2013,,,2,38983.142857142855,35646.5
d_863,48164,863,2013-06-09,Sunday,2,6,2013,,,3,39077.71428571428,36031.28571428572
d_864,36769,864,2013-06-10,Monday,3,6,2013,,,1,38724.0,36108.42857142857
d_865,34625,865,2013-06-11,Tuesday,4,6,2013,,,2,38840.57142857143,36170.57142857143
d_866,33942,866,2013-06-12,Wednesday,5,6,2013,,,2,38559.28571428572,36146.67857142857
d_867,34188,867,2013-06-13,Thursday,6,6,2013,,,1,38562.42857142857,36227.07142857143
d_868,39767,868,2013-06-14,Friday,7,6,2013,,,1,38871.71428571428,36408.67857142857
d_869,46309,869,2013-06-15,Saturday,1,6,2013,,,2,39109.142857142855,36604.357142857145
d_870,39690,870,2013-06-16,Sunday,2,6,2013,Father's day,Cultural,0,37898.57142857143,36497.82142857143
d_871,34118,871,2013-06-17,Monday,3,6,2013,,,0,37519.857142857145,36514.67857142857
d_872,31177,872,2013-06-18,Tuesday,4,6,2013,,,0,37027.28571428572,36546.5
d_873,31070,873,2013-06-19,Wednesday,5,6,2013,,,0,36617.0,36622.75
